cluster_rep,cluster_member,memberContig,repContig,orfN
21907_LNBYT5954Z_1,21907_LNBYT5954Z_1,21907_LNBYT5954Z,21907_LNBYT5954Z,1
21907_LNBYT5954Z_2,21907_LNBYT5954Z_2,21907_LNBYT5954Z,21907_LNBYT5954Z,2
21907_LNBYT5954Z_3,21907_LNBYT5954Z_3,21907_LNBYT5954Z,21907_LNBYT5954Z,3
22137_LNBYT5954Z_1,22137_LNBYT5954Z_1,22137_LNBYT5954Z,22137_LNBYT5954Z,1
22137_LNBYT5954Z_2,22137_LNBYT5954Z_2,22137_LNBYT5954Z,22137_LNBYT5954Z,2
22137_LNBYT5954Z_3,22137_LNBYT5954Z_3,22137_LNBYT5954Z,22137_LNBYT5954Z,3
22137_LNBYT5954Z_4,22137_LNBYT5954Z_4,22137_LNBYT5954Z,22137_LNBYT5954Z,4
22266_LNBYT5954Z_1,22266_LNBYT5954Z_1,22266_LNBYT5954Z,22266_LNBYT5954Z,1
22326_LNBYT5954Z_1,22326_LNBYT5954Z_1,22326_LNBYT5954Z,22326_LNBYT5954Z,1
22326_LNBYT5954Z_2,22326_LNBYT5954Z_2,22326_LNBYT5954Z,22326_LNBYT5954Z,2
22326_LNBYT5954Z_3,22326_LNBYT5954Z_3,22326_LNBYT5954Z,22326_LNBYT5954Z,3
22417_LNBYT5954Z_1,22417_LNBYT5954Z_1,22417_LNBYT5954Z,22417_LNBYT5954Z,1
22418_LNBYT5954Z_1,22418_LNBYT5954Z_1,22418_LNBYT5954Z,22418_LNBYT5954Z,1
22418_LNBYT5954Z_2,22418_LNBYT5954Z_2,22418_LNBYT5954Z,22418_LNBYT5954Z,2
22418_LNBYT5954Z_3,22418_LNBYT5954Z_3,22418_LNBYT5954Z,22418_LNBYT5954Z,3
22504_LNBYT5954Z_1,22504_LNBYT5954Z_1,22504_LNBYT5954Z,22504_LNBYT5954Z,1
22504_LNBYT5954Z_2,22504_LNBYT5954Z_2,22504_LNBYT5954Z,22504_LNBYT5954Z,2
22504_LNBYT5954Z_3,22504_LNBYT5954Z_3,22504_LNBYT5954Z,22504_LNBYT5954Z,3
22730_LNBYT5954Z_1,22730_LNBYT5954Z_1,22730_LNBYT5954Z,22730_LNBYT5954Z,1
22730_LNBYT5954Z_2,22730_LNBYT5954Z_2,22730_LNBYT5954Z,22730_LNBYT5954Z,2
22966_LNBYT5954Z_1,22966_LNBYT5954Z_1,22966_LNBYT5954Z,22966_LNBYT5954Z,1
22966_LNBYT5954Z_2,22966_LNBYT5954Z_2,22966_LNBYT5954Z,22966_LNBYT5954Z,2
23169_LNBYT5954Z_1,23169_LNBYT5954Z_1,23169_LNBYT5954Z,23169_LNBYT5954Z,1
23169_LNBYT5954Z_2,23169_LNBYT5954Z_2,23169_LNBYT5954Z,23169_LNBYT5954Z,2
23169_LNBYT5954Z_3,23169_LNBYT5954Z_3,23169_LNBYT5954Z,23169_LNBYT5954Z,3
23169_LNBYT5954Z_4,23169_LNBYT5954Z_4,23169_LNBYT5954Z,23169_LNBYT5954Z,4
23216_LNBYT5954Z_1,23216_LNBYT5954Z_1,23216_LNBYT5954Z,23216_LNBYT5954Z,1
23216_LNBYT5954Z_2,23216_LNBYT5954Z_2,23216_LNBYT5954Z,23216_LNBYT5954Z,2
23216_LNBYT5954Z_3,23216_LNBYT5954Z_3,23216_LNBYT5954Z,23216_LNBYT5954Z,3
23287_LNBYT5954Z_1,23287_LNBYT5954Z_1,23287_LNBYT5954Z,23287_LNBYT5954Z,1
23287_LNBYT5954Z_2,23287_LNBYT5954Z_2,23287_LNBYT5954Z,23287_LNBYT5954Z,2
23287_LNBYT5954Z_3,23287_LNBYT5954Z_3,23287_LNBYT5954Z,23287_LNBYT5954Z,3
23637_LNBYT5954Z_1,23637_LNBYT5954Z_1,23637_LNBYT5954Z,23637_LNBYT5954Z,1
23639_LNBYT5954Z_1,23639_LNBYT5954Z_1,23639_LNBYT5954Z,23639_LNBYT5954Z,1
23639_LNBYT5954Z_2,23639_LNBYT5954Z_2,23639_LNBYT5954Z,23639_LNBYT5954Z,2
23639_LNBYT5954Z_3,23639_LNBYT5954Z_3,23639_LNBYT5954Z,23639_LNBYT5954Z,3
23639_LNBYT5954Z_4,23639_LNBYT5954Z_4,23639_LNBYT5954Z,23639_LNBYT5954Z,4
23639_LNBYT5954Z_5,23639_LNBYT5954Z_5,23639_LNBYT5954Z,23639_LNBYT5954Z,5
23649_LNBYT5954Z_1,23649_LNBYT5954Z_1,23649_LNBYT5954Z,23649_LNBYT5954Z,1
23649_LNBYT5954Z_2,23649_LNBYT5954Z_2,23649_LNBYT5954Z,23649_LNBYT5954Z,2
23649_LNBYT5954Z_3,23649_LNBYT5954Z_3,23649_LNBYT5954Z,23649_LNBYT5954Z,3
24278_LNBYT5954Z_1,24278_LNBYT5954Z_1,24278_LNBYT5954Z,24278_LNBYT5954Z,1
24278_LNBYT5954Z_2,24278_LNBYT5954Z_2,24278_LNBYT5954Z,24278_LNBYT5954Z,2
24278_LNBYT5954Z_3,24278_LNBYT5954Z_3,24278_LNBYT5954Z,24278_LNBYT5954Z,3
24321_LNBYT5954Z_1,24321_LNBYT5954Z_1,24321_LNBYT5954Z,24321_LNBYT5954Z,1
24321_LNBYT5954Z_2,24321_LNBYT5954Z_2,24321_LNBYT5954Z,24321_LNBYT5954Z,2
24321_LNBYT5954Z_3,24321_LNBYT5954Z_3,24321_LNBYT5954Z,24321_LNBYT5954Z,3
24321_LNBYT5954Z_4,24321_LNBYT5954Z_4,24321_LNBYT5954Z,24321_LNBYT5954Z,4
24459_LNBYT5954Z_1,24459_LNBYT5954Z_1,24459_LNBYT5954Z,24459_LNBYT5954Z,1
24459_LNBYT5954Z_2,24459_LNBYT5954Z_2,24459_LNBYT5954Z,24459_LNBYT5954Z,2
24512_LNBYT5954Z_1,24512_LNBYT5954Z_1,24512_LNBYT5954Z,24512_LNBYT5954Z,1
24512_LNBYT5954Z_1,10802_LNBYT5954Z_1,10802_LNBYT5954Z,24512_LNBYT5954Z,1
24512_LNBYT5954Z_2,24512_LNBYT5954Z_2,24512_LNBYT5954Z,24512_LNBYT5954Z,2
24512_LNBYT5954Z_3,24512_LNBYT5954Z_3,24512_LNBYT5954Z,24512_LNBYT5954Z,3
24512_LNBYT5954Z_4,24512_LNBYT5954Z_4,24512_LNBYT5954Z,24512_LNBYT5954Z,4
24699_LNBYT5954Z_1,24699_LNBYT5954Z_1,24699_LNBYT5954Z,24699_LNBYT5954Z,1
24699_LNBYT5954Z_2,24699_LNBYT5954Z_2,24699_LNBYT5954Z,24699_LNBYT5954Z,2
24833_LNBYT5954Z_1,24833_LNBYT5954Z_1,24833_LNBYT5954Z,24833_LNBYT5954Z,1
24833_LNBYT5954Z_2,24833_LNBYT5954Z_2,24833_LNBYT5954Z,24833_LNBYT5954Z,2
24833_LNBYT5954Z_3,24833_LNBYT5954Z_3,24833_LNBYT5954Z,24833_LNBYT5954Z,3
25117_LNBYT5954Z_1,25117_LNBYT5954Z_1,25117_LNBYT5954Z,25117_LNBYT5954Z,1
25378_LNBYT5954Z_1,25378_LNBYT5954Z_1,25378_LNBYT5954Z,25378_LNBYT5954Z,1
25378_LNBYT5954Z_2,25378_LNBYT5954Z_2,25378_LNBYT5954Z,25378_LNBYT5954Z,2
25589_LNBYT5954Z_1,25589_LNBYT5954Z_1,25589_LNBYT5954Z,25589_LNBYT5954Z,1
25589_LNBYT5954Z_2,25589_LNBYT5954Z_2,25589_LNBYT5954Z,25589_LNBYT5954Z,2
25589_LNBYT5954Z_3,25589_LNBYT5954Z_3,25589_LNBYT5954Z,25589_LNBYT5954Z,3
25878_LNBYT5954Z_1,25878_LNBYT5954Z_1,25878_LNBYT5954Z,25878_LNBYT5954Z,1
25878_LNBYT5954Z_2,25878_LNBYT5954Z_2,25878_LNBYT5954Z,25878_LNBYT5954Z,2
25988_LNBYT5954Z_1,25988_LNBYT5954Z_1,25988_LNBYT5954Z,25988_LNBYT5954Z,1
25988_LNBYT5954Z_2,25988_LNBYT5954Z_2,25988_LNBYT5954Z,25988_LNBYT5954Z,2
26089_LNBYT5954Z_1,26089_LNBYT5954Z_1,26089_LNBYT5954Z,26089_LNBYT5954Z,1
26089_LNBYT5954Z_2,26089_LNBYT5954Z_2,26089_LNBYT5954Z,26089_LNBYT5954Z,2
26089_LNBYT5954Z_3,26089_LNBYT5954Z_3,26089_LNBYT5954Z,26089_LNBYT5954Z,3
26419_LNBYT5954Z_1,26419_LNBYT5954Z_1,26419_LNBYT5954Z,26419_LNBYT5954Z,1
26419_LNBYT5954Z_2,26419_LNBYT5954Z_2,26419_LNBYT5954Z,26419_LNBYT5954Z,2
26431_LNBYT5954Z_1,26431_LNBYT5954Z_1,26431_LNBYT5954Z,26431_LNBYT5954Z,1
26592_LNBYT5954Z_1,26592_LNBYT5954Z_1,26592_LNBYT5954Z,26592_LNBYT5954Z,1
26592_LNBYT5954Z_2,26592_LNBYT5954Z_2,26592_LNBYT5954Z,26592_LNBYT5954Z,2
26654_LNBYT5954Z_1,26654_LNBYT5954Z_1,26654_LNBYT5954Z,26654_LNBYT5954Z,1
26654_LNBYT5954Z_2,26654_LNBYT5954Z_2,26654_LNBYT5954Z,26654_LNBYT5954Z,2
26654_LNBYT5954Z_3,26654_LNBYT5954Z_3,26654_LNBYT5954Z,26654_LNBYT5954Z,3
26893_LNBYT5954Z_1,26893_LNBYT5954Z_1,26893_LNBYT5954Z,26893_LNBYT5954Z,1
26893_LNBYT5954Z_2,26893_LNBYT5954Z_2,26893_LNBYT5954Z,26893_LNBYT5954Z,2
26906_LNBYT5954Z_1,26906_LNBYT5954Z_1,26906_LNBYT5954Z,26906_LNBYT5954Z,1
26906_LNBYT5954Z_2,26906_LNBYT5954Z_2,26906_LNBYT5954Z,26906_LNBYT5954Z,2
26906_LNBYT5954Z_3,26906_LNBYT5954Z_3,26906_LNBYT5954Z,26906_LNBYT5954Z,3
26994_LNBYT5954Z_1,26994_LNBYT5954Z_1,26994_LNBYT5954Z,26994_LNBYT5954Z,1
27407_LNBYT5954Z_1,27407_LNBYT5954Z_1,27407_LNBYT5954Z,27407_LNBYT5954Z,1
27407_LNBYT5954Z_2,27407_LNBYT5954Z_2,27407_LNBYT5954Z,27407_LNBYT5954Z,2
27407_LNBYT5954Z_3,27407_LNBYT5954Z_3,27407_LNBYT5954Z,27407_LNBYT5954Z,3
27631_LNBYT5954Z_1,27631_LNBYT5954Z_1,27631_LNBYT5954Z,27631_LNBYT5954Z,1
27749_LNBYT5954Z_1,27749_LNBYT5954Z_1,27749_LNBYT5954Z,27749_LNBYT5954Z,1
27749_LNBYT5954Z_2,27749_LNBYT5954Z_2,27749_LNBYT5954Z,27749_LNBYT5954Z,2
27749_LNBYT5954Z_3,27749_LNBYT5954Z_3,27749_LNBYT5954Z,27749_LNBYT5954Z,3
27749_LNBYT5954Z_4,27749_LNBYT5954Z_4,27749_LNBYT5954Z,27749_LNBYT5954Z,4
27981_LNBYT5954Z_1,27981_LNBYT5954Z_1,27981_LNBYT5954Z,27981_LNBYT5954Z,1
27981_LNBYT5954Z_2,27981_LNBYT5954Z_2,27981_LNBYT5954Z,27981_LNBYT5954Z,2
28315_LNBYT5954Z_1,28315_LNBYT5954Z_1,28315_LNBYT5954Z,28315_LNBYT5954Z,1
28315_LNBYT5954Z_2,28315_LNBYT5954Z_2,28315_LNBYT5954Z,28315_LNBYT5954Z,2
28403_LNBYT5954Z_1,28403_LNBYT5954Z_1,28403_LNBYT5954Z,28403_LNBYT5954Z,1
28403_LNBYT5954Z_2,28403_LNBYT5954Z_2,28403_LNBYT5954Z,28403_LNBYT5954Z,2
9701_LNBYT5954Z_4,9701_LNBYT5954Z_4,9701_LNBYT5954Z,9701_LNBYT5954Z,4
9701_LNBYT5954Z_5,9701_LNBYT5954Z_5,9701_LNBYT5954Z,9701_LNBYT5954Z,5
9701_LNBYT5954Z_6,9701_LNBYT5954Z_6,9701_LNBYT5954Z,9701_LNBYT5954Z,6
9835_LNBYT5954Z_1,9835_LNBYT5954Z_1,9835_LNBYT5954Z,9835_LNBYT5954Z,1
9835_LNBYT5954Z_2,9835_LNBYT5954Z_2,9835_LNBYT5954Z,9835_LNBYT5954Z,2
9835_LNBYT5954Z_3,9835_LNBYT5954Z_3,9835_LNBYT5954Z,9835_LNBYT5954Z,3
9835_LNBYT5954Z_4,9835_LNBYT5954Z_4,9835_LNBYT5954Z,9835_LNBYT5954Z,4
9835_LNBYT5954Z_5,9835_LNBYT5954Z_5,9835_LNBYT5954Z,9835_LNBYT5954Z,5
10180_LNBYT5954Z_1,10180_LNBYT5954Z_1,10180_LNBYT5954Z,10180_LNBYT5954Z,1
10180_LNBYT5954Z_2,10180_LNBYT5954Z_2,10180_LNBYT5954Z,10180_LNBYT5954Z,2
10180_LNBYT5954Z_3,10180_LNBYT5954Z_3,10180_LNBYT5954Z,10180_LNBYT5954Z,3
10182_LNBYT5954Z_1,10182_LNBYT5954Z_1,10182_LNBYT5954Z,10182_LNBYT5954Z,1
10182_LNBYT5954Z_2,10182_LNBYT5954Z_2,10182_LNBYT5954Z,10182_LNBYT5954Z,2
10182_LNBYT5954Z_3,10182_LNBYT5954Z_3,10182_LNBYT5954Z,10182_LNBYT5954Z,3
10182_LNBYT5954Z_4,10182_LNBYT5954Z_4,10182_LNBYT5954Z,10182_LNBYT5954Z,4
10254_LNBYT5954Z_1,10254_LNBYT5954Z_1,10254_LNBYT5954Z,10254_LNBYT5954Z,1
10254_LNBYT5954Z_2,10254_LNBYT5954Z_2,10254_LNBYT5954Z,10254_LNBYT5954Z,2
10254_LNBYT5954Z_3,10254_LNBYT5954Z_3,10254_LNBYT5954Z,10254_LNBYT5954Z,3
10526_LNBYT5954Z_1,10526_LNBYT5954Z_1,10526_LNBYT5954Z,10526_LNBYT5954Z,1
10526_LNBYT5954Z_2,10526_LNBYT5954Z_2,10526_LNBYT5954Z,10526_LNBYT5954Z,2
10526_LNBYT5954Z_3,10526_LNBYT5954Z_3,10526_LNBYT5954Z,10526_LNBYT5954Z,3
10526_LNBYT5954Z_4,10526_LNBYT5954Z_4,10526_LNBYT5954Z,10526_LNBYT5954Z,4
10526_LNBYT5954Z_5,10526_LNBYT5954Z_5,10526_LNBYT5954Z,10526_LNBYT5954Z,5
10526_LNBYT5954Z_6,10526_LNBYT5954Z_6,10526_LNBYT5954Z,10526_LNBYT5954Z,6
10526_LNBYT5954Z_7,10526_LNBYT5954Z_7,10526_LNBYT5954Z,10526_LNBYT5954Z,7
10526_LNBYT5954Z_8,10526_LNBYT5954Z_8,10526_LNBYT5954Z,10526_LNBYT5954Z,8
10526_LNBYT5954Z_9,10526_LNBYT5954Z_9,10526_LNBYT5954Z,10526_LNBYT5954Z,9
10590_LNBYT5954Z_1,10590_LNBYT5954Z_1,10590_LNBYT5954Z,10590_LNBYT5954Z,1
10590_LNBYT5954Z_2,10590_LNBYT5954Z_2,10590_LNBYT5954Z,10590_LNBYT5954Z,2
10590_LNBYT5954Z_3,10590_LNBYT5954Z_3,10590_LNBYT5954Z,10590_LNBYT5954Z,3
10590_LNBYT5954Z_4,10590_LNBYT5954Z_4,10590_LNBYT5954Z,10590_LNBYT5954Z,4
10703_LNBYT5954Z_1,10703_LNBYT5954Z_1,10703_LNBYT5954Z,10703_LNBYT5954Z,1
10703_LNBYT5954Z_2,10703_LNBYT5954Z_2,10703_LNBYT5954Z,10703_LNBYT5954Z,2
10703_LNBYT5954Z_3,10703_LNBYT5954Z_3,10703_LNBYT5954Z,10703_LNBYT5954Z,3
10703_LNBYT5954Z_4,10703_LNBYT5954Z_4,10703_LNBYT5954Z,10703_LNBYT5954Z,4
10802_LNBYT5954Z_2,10802_LNBYT5954Z_2,10802_LNBYT5954Z,10802_LNBYT5954Z,2
10802_LNBYT5954Z_3,10802_LNBYT5954Z_3,10802_LNBYT5954Z,10802_LNBYT5954Z,3
10802_LNBYT5954Z_4,10802_LNBYT5954Z_4,10802_LNBYT5954Z,10802_LNBYT5954Z,4
10856_LNBYT5954Z_1,10856_LNBYT5954Z_1,10856_LNBYT5954Z,10856_LNBYT5954Z,1
10856_LNBYT5954Z_2,10856_LNBYT5954Z_2,10856_LNBYT5954Z,10856_LNBYT5954Z,2
10856_LNBYT5954Z_3,10856_LNBYT5954Z_3,10856_LNBYT5954Z,10856_LNBYT5954Z,3
10856_LNBYT5954Z_4,10856_LNBYT5954Z_4,10856_LNBYT5954Z,10856_LNBYT5954Z,4
10909_LNBYT5954Z_2,10909_LNBYT5954Z_2,10909_LNBYT5954Z,10909_LNBYT5954Z,2
10909_LNBYT5954Z_3,10909_LNBYT5954Z_3,10909_LNBYT5954Z,10909_LNBYT5954Z,3
11204_LNBYT5954Z_1,11204_LNBYT5954Z_1,11204_LNBYT5954Z,11204_LNBYT5954Z,1
11204_LNBYT5954Z_2,11204_LNBYT5954Z_2,11204_LNBYT5954Z,11204_LNBYT5954Z,2
11204_LNBYT5954Z_3,11204_LNBYT5954Z_3,11204_LNBYT5954Z,11204_LNBYT5954Z,3
11204_LNBYT5954Z_4,11204_LNBYT5954Z_4,11204_LNBYT5954Z,11204_LNBYT5954Z,4
11461_LNBYT5954Z_1,11461_LNBYT5954Z_1,11461_LNBYT5954Z,11461_LNBYT5954Z,1
11461_LNBYT5954Z_2,11461_LNBYT5954Z_2,11461_LNBYT5954Z,11461_LNBYT5954Z,2
11461_LNBYT5954Z_3,11461_LNBYT5954Z_3,11461_LNBYT5954Z,11461_LNBYT5954Z,3
11824_LNBYT5954Z_1,11824_LNBYT5954Z_1,11824_LNBYT5954Z,11824_LNBYT5954Z,1
11824_LNBYT5954Z_2,11824_LNBYT5954Z_2,11824_LNBYT5954Z,11824_LNBYT5954Z,2
11824_LNBYT5954Z_3,11824_LNBYT5954Z_3,11824_LNBYT5954Z,11824_LNBYT5954Z,3
11824_LNBYT5954Z_4,11824_LNBYT5954Z_4,11824_LNBYT5954Z,11824_LNBYT5954Z,4
11824_LNBYT5954Z_5,11824_LNBYT5954Z_5,11824_LNBYT5954Z,11824_LNBYT5954Z,5
11875_LNBYT5954Z_1,11875_LNBYT5954Z_1,11875_LNBYT5954Z,11875_LNBYT5954Z,1
11875_LNBYT5954Z_2,11875_LNBYT5954Z_2,11875_LNBYT5954Z,11875_LNBYT5954Z,2
11875_LNBYT5954Z_3,11875_LNBYT5954Z_3,11875_LNBYT5954Z,11875_LNBYT5954Z,3
11875_LNBYT5954Z_4,11875_LNBYT5954Z_4,11875_LNBYT5954Z,11875_LNBYT5954Z,4
11875_LNBYT5954Z_5,11875_LNBYT5954Z_5,11875_LNBYT5954Z,11875_LNBYT5954Z,5
12046_LNBYT5954Z_1,12046_LNBYT5954Z_1,12046_LNBYT5954Z,12046_LNBYT5954Z,1
12046_LNBYT5954Z_2,12046_LNBYT5954Z_2,12046_LNBYT5954Z,12046_LNBYT5954Z,2
12137_LNBYT5954Z_1,12137_LNBYT5954Z_1,12137_LNBYT5954Z,12137_LNBYT5954Z,1
12137_LNBYT5954Z_2,12137_LNBYT5954Z_2,12137_LNBYT5954Z,12137_LNBYT5954Z,2
12137_LNBYT5954Z_3,12137_LNBYT5954Z_3,12137_LNBYT5954Z,12137_LNBYT5954Z,3
12421_LNBYT5954Z_1,12421_LNBYT5954Z_1,12421_LNBYT5954Z,12421_LNBYT5954Z,1
12421_LNBYT5954Z_2,12421_LNBYT5954Z_2,12421_LNBYT5954Z,12421_LNBYT5954Z,2
12421_LNBYT5954Z_3,12421_LNBYT5954Z_3,12421_LNBYT5954Z,12421_LNBYT5954Z,3
12421_LNBYT5954Z_4,12421_LNBYT5954Z_4,12421_LNBYT5954Z,12421_LNBYT5954Z,4
12421_LNBYT5954Z_5,12421_LNBYT5954Z_5,12421_LNBYT5954Z,12421_LNBYT5954Z,5
12421_LNBYT5954Z_6,12421_LNBYT5954Z_6,12421_LNBYT5954Z,12421_LNBYT5954Z,6
12536_LNBYT5954Z_1,12536_LNBYT5954Z_1,12536_LNBYT5954Z,12536_LNBYT5954Z,1
12536_LNBYT5954Z_2,12536_LNBYT5954Z_2,12536_LNBYT5954Z,12536_LNBYT5954Z,2
12536_LNBYT5954Z_3,12536_LNBYT5954Z_3,12536_LNBYT5954Z,12536_LNBYT5954Z,3
12536_LNBYT5954Z_4,12536_LNBYT5954Z_4,12536_LNBYT5954Z,12536_LNBYT5954Z,4
12536_LNBYT5954Z_5,12536_LNBYT5954Z_5,12536_LNBYT5954Z,12536_LNBYT5954Z,5
12654_LNBYT5954Z_1,12654_LNBYT5954Z_1,12654_LNBYT5954Z,12654_LNBYT5954Z,1
12654_LNBYT5954Z_2,12654_LNBYT5954Z_2,12654_LNBYT5954Z,12654_LNBYT5954Z,2
12859_LNBYT5954Z_1,12859_LNBYT5954Z_1,12859_LNBYT5954Z,12859_LNBYT5954Z,1
12859_LNBYT5954Z_2,12859_LNBYT5954Z_2,12859_LNBYT5954Z,12859_LNBYT5954Z,2
12859_LNBYT5954Z_3,12859_LNBYT5954Z_3,12859_LNBYT5954Z,12859_LNBYT5954Z,3
12859_LNBYT5954Z_4,12859_LNBYT5954Z_4,12859_LNBYT5954Z,12859_LNBYT5954Z,4
12933_LNBYT5954Z_1,12933_LNBYT5954Z_1,12933_LNBYT5954Z,12933_LNBYT5954Z,1
12933_LNBYT5954Z_2,12933_LNBYT5954Z_2,12933_LNBYT5954Z,12933_LNBYT5954Z,2
12944_LNBYT5954Z_1,12944_LNBYT5954Z_1,12944_LNBYT5954Z,12944_LNBYT5954Z,1
12944_LNBYT5954Z_2,12944_LNBYT5954Z_2,12944_LNBYT5954Z,12944_LNBYT5954Z,2
12944_LNBYT5954Z_3,12944_LNBYT5954Z_3,12944_LNBYT5954Z,12944_LNBYT5954Z,3
12944_LNBYT5954Z_4,12944_LNBYT5954Z_4,12944_LNBYT5954Z,12944_LNBYT5954Z,4
13098_LNBYT5954Z_1,13098_LNBYT5954Z_1,13098_LNBYT5954Z,13098_LNBYT5954Z,1
13098_LNBYT5954Z_2,13098_LNBYT5954Z_2,13098_LNBYT5954Z,13098_LNBYT5954Z,2
13098_LNBYT5954Z_3,13098_LNBYT5954Z_3,13098_LNBYT5954Z,13098_LNBYT5954Z,3
13098_LNBYT5954Z_4,13098_LNBYT5954Z_4,13098_LNBYT5954Z,13098_LNBYT5954Z,4
13353_LNBYT5954Z_1,13353_LNBYT5954Z_1,13353_LNBYT5954Z,13353_LNBYT5954Z,1
13353_LNBYT5954Z_2,13353_LNBYT5954Z_2,13353_LNBYT5954Z,13353_LNBYT5954Z,2
13353_LNBYT5954Z_3,13353_LNBYT5954Z_3,13353_LNBYT5954Z,13353_LNBYT5954Z,3
13353_LNBYT5954Z_4,13353_LNBYT5954Z_4,13353_LNBYT5954Z,13353_LNBYT5954Z,4
13353_LNBYT5954Z_5,13353_LNBYT5954Z_5,13353_LNBYT5954Z,13353_LNBYT5954Z,5
42610_LNBYT5954Z_1,42610_LNBYT5954Z_1,42610_LNBYT5954Z,42610_LNBYT5954Z,1
42610_LNBYT5954Z_2,42610_LNBYT5954Z_2,42610_LNBYT5954Z,42610_LNBYT5954Z,2
42710_LNBYT5954Z_1,42710_LNBYT5954Z_1,42710_LNBYT5954Z,42710_LNBYT5954Z,1
42854_LNBYT5954Z_1,42854_LNBYT5954Z_1,42854_LNBYT5954Z,42854_LNBYT5954Z,1
43070_LNBYT5954Z_1,43070_LNBYT5954Z_1,43070_LNBYT5954Z,43070_LNBYT5954Z,1
43398_LNBYT5954Z_1,43398_LNBYT5954Z_1,43398_LNBYT5954Z,43398_LNBYT5954Z,1
43398_LNBYT5954Z_1,110493_LNBYT5954Z_1,110493_LNBYT5954Z,43398_LNBYT5954Z,1
43398_LNBYT5954Z_2,43398_LNBYT5954Z_2,43398_LNBYT5954Z,43398_LNBYT5954Z,2
43641_LNBYT5954Z_1,43641_LNBYT5954Z_1,43641_LNBYT5954Z,43641_LNBYT5954Z,1
43641_LNBYT5954Z_2,43641_LNBYT5954Z_2,43641_LNBYT5954Z,43641_LNBYT5954Z,2
43641_LNBYT5954Z_3,43641_LNBYT5954Z_3,43641_LNBYT5954Z,43641_LNBYT5954Z,3
43641_LNBYT5954Z_4,43641_LNBYT5954Z_4,43641_LNBYT5954Z,43641_LNBYT5954Z,4
43653_LNBYT5954Z_1,43653_LNBYT5954Z_1,43653_LNBYT5954Z,43653_LNBYT5954Z,1
43675_LNBYT5954Z_1,43675_LNBYT5954Z_1,43675_LNBYT5954Z,43675_LNBYT5954Z,1
43675_LNBYT5954Z_2,43675_LNBYT5954Z_2,43675_LNBYT5954Z,43675_LNBYT5954Z,2
44343_LNBYT5954Z_1,44343_LNBYT5954Z_1,44343_LNBYT5954Z,44343_LNBYT5954Z,1
44524_LNBYT5954Z_1,44524_LNBYT5954Z_1,44524_LNBYT5954Z,44524_LNBYT5954Z,1
45486_LNBYT5954Z_1,45486_LNBYT5954Z_1,45486_LNBYT5954Z,45486_LNBYT5954Z,1
45486_LNBYT5954Z_2,45486_LNBYT5954Z_2,45486_LNBYT5954Z,45486_LNBYT5954Z,2
45524_LNBYT5954Z_1,45524_LNBYT5954Z_1,45524_LNBYT5954Z,45524_LNBYT5954Z,1
45524_LNBYT5954Z_2,45524_LNBYT5954Z_2,45524_LNBYT5954Z,45524_LNBYT5954Z,2
45524_LNBYT5954Z_3,45524_LNBYT5954Z_3,45524_LNBYT5954Z,45524_LNBYT5954Z,3
45627_LNBYT5954Z_1,45627_LNBYT5954Z_1,45627_LNBYT5954Z,45627_LNBYT5954Z,1
45627_LNBYT5954Z_1,7531_LNBYT5954Z_4,7531_LNBYT5954Z,45627_LNBYT5954Z,4
45645_LNBYT5954Z_1,45645_LNBYT5954Z_1,45645_LNBYT5954Z,45645_LNBYT5954Z,1
45645_LNBYT5954Z_2,45645_LNBYT5954Z_2,45645_LNBYT5954Z,45645_LNBYT5954Z,2
46310_LNBYT5954Z_1,46310_LNBYT5954Z_1,46310_LNBYT5954Z,46310_LNBYT5954Z,1
46381_LNBYT5954Z_1,46381_LNBYT5954Z_1,46381_LNBYT5954Z,46381_LNBYT5954Z,1
46695_LNBYT5954Z_2,46695_LNBYT5954Z_2,46695_LNBYT5954Z,46695_LNBYT5954Z,2
46695_LNBYT5954Z_3,46695_LNBYT5954Z_3,46695_LNBYT5954Z,46695_LNBYT5954Z,3
47117_LNBYT5954Z_1,47117_LNBYT5954Z_1,47117_LNBYT5954Z,47117_LNBYT5954Z,1
47128_LNBYT5954Z_1,47128_LNBYT5954Z_1,47128_LNBYT5954Z,47128_LNBYT5954Z,1
47128_LNBYT5954Z_2,47128_LNBYT5954Z_2,47128_LNBYT5954Z,47128_LNBYT5954Z,2
47128_LNBYT5954Z_3,47128_LNBYT5954Z_3,47128_LNBYT5954Z,47128_LNBYT5954Z,3
47176_LNBYT5954Z_1,47176_LNBYT5954Z_1,47176_LNBYT5954Z,47176_LNBYT5954Z,1
47315_LNBYT5954Z_1,47315_LNBYT5954Z_1,47315_LNBYT5954Z,47315_LNBYT5954Z,1
47315_LNBYT5954Z_2,47315_LNBYT5954Z_2,47315_LNBYT5954Z,47315_LNBYT5954Z,2
47317_LNBYT5954Z_1,47317_LNBYT5954Z_1,47317_LNBYT5954Z,47317_LNBYT5954Z,1
47317_LNBYT5954Z_2,47317_LNBYT5954Z_2,47317_LNBYT5954Z,47317_LNBYT5954Z,2
47978_LNBYT5954Z_1,47978_LNBYT5954Z_1,47978_LNBYT5954Z,47978_LNBYT5954Z,1
47978_LNBYT5954Z_2,47978_LNBYT5954Z_2,47978_LNBYT5954Z,47978_LNBYT5954Z,2
